complaint_id,complaint_text,title,category,subcategory,department,priority,severity,location_type,affected_citizens,duration_days,emergency_flag,is_crime,resolution_days,latitude,longitude,ward,address
CMP-12848,Emergency catastrophic disaster in Agriculture & Irrigation on Rabindra Path; human lives in immediate extreme peril!,Emergency Crisis in Agriculture & Irrigation,Agriculture & Irrigation,Canal Water Siltation,Agriculture & Irrigation,CRITICAL,Critical,School,1293,1,1,0,1.0,22.9579,88.43377,Ward 11,"Sub-Divisional Court, Rabindra Path, Ward 11"
CMP-12849,General inspection request for Veterinary Clinic Shortage near Industrial Park Gate #1.,Inspection of Veterinary Clinic Shortage,Animal Husbandry & Veterinary,Veterinary Clinic Shortage,Animal Husbandry & Veterinary,LOW,Low,Highway,23,4,0,0,5.5,23.02316,88.43603,Ward 19,"Industrial Park Gate #1, Rabindra Path, Ward 19"
CMP-12850,Animal Husbandry & Veterinary-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Animal Husbandry & Veterinary,Cattle Stray Menace,Animal Husbandry & Veterinary,MEDIUM,Medium,Commercial,107,15,0,0,3.7,22.96412,88.42621,Ward 2,"General Hospital Gate #2, Hospital Road, Ward 2"
CMP-12851,Severe disruption and substantial public impact due to major failure in Cattle Stray Menace on Ring Road.,Major Disruption in Cattle Stray Menace,Animal Husbandry & Veterinary,Cattle Stray Menace,Animal Husbandry & Veterinary,HIGH,High,Residential,633,11,0,0,2.0,22.95644,88.44717,Ward 1,"Town Hall Complex, Ring Road, Ward 1"
CMP-12852,आपातकालीन जानलेवा संकट! Animal Husbandry & Veterinary पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Animal Husbandry & Veterinary,Veterinary Clinic Shortage,Animal Husbandry & Veterinary,CRITICAL,Critical,Commercial,1131,1,1,0,1.3,22.99857,88.43853,Ward 18,"Water Tank #4, Shanti Nagar Main Road, Ward 18"
CMP-12853,Consumer Affairs & Fair Price के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Consumer Affairs & Fair Price,Weight Discrepancy in Market,Consumer Affairs & Fair Price,LOW,Low,School,17,1,0,0,5.4,23.02871,88.43165,Ward 16,"Town Hall Complex, Kalyani Highway, Ward 16"
CMP-12854,Consumer Affairs & Fair Price-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Consumer Affairs & Fair Price,Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,MEDIUM,Medium,Hospital,184,9,0,0,3.7,22.96497,88.45174,Ward 10,"Public Library, Hospital Road, Ward 10"
CMP-12855,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Consumer Affairs & Fair Price-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Consumer Affairs & Fair Price,Ration Shop PDS Irregularity,Consumer Affairs & Fair Price,HIGH,High,Slum Area,52,8,0,0,2.4,22.98021,88.37514,Ward 15,"City Central Station, Industrial Estate Road, Ward 15"
CMP-12856,आपातकालीन जानलेवा संकट! Consumer Affairs & Fair Price पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Consumer Affairs & Fair Price,Weight Discrepancy in Market,Consumer Affairs & Fair Price,CRITICAL,Critical,School,681,1,1,0,1.3,23.00576,88.44719,Ward 6,"Community Health Center, College Street, Ward 6"
CMP-12857,Social Welfare & Pensions সংক্রান্ত একটি সাধারণ অনুসন্ধান ও আবেদন।,সাধারণ আবেদন,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,LOW,Low,Market,32,4,0,0,5.6,22.93194,88.41599,Ward 11,"Municipal Market, Station Road, Ward 11"
CMP-12858,Social Welfare & Pensions-এর এই সমস্যাটির কারণে এলাকায় বেশ কিছু দিন ধরে অসুবিধা হচ্ছে।,চলমান সমস্যা,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,MEDIUM,Medium,Commercial,62,12,0,0,3.6,22.98526,88.46437,Ward 15,"Children's Park, Hospital Road, Ward 15"
CMP-12859,গুরুতর জনদুর্ভোগ এবং ব্যাপক ক্ষয়ক্ষতির আশঙ্কা Social Welfare & Pensions-এর এই ত্রুটির জন্য।,গুরুতর জনদুর্ভোগ,Social Welfare & Pensions,Old Age Pension Non-Credit,Social Welfare & Pensions,HIGH,High,Industrial,692,4,0,0,2.2,22.98515,88.43441,Ward 8,"General Hospital Gate #2, College Street, Ward 8"
CMP-12860,Life-threatening emergency collapse regarding Disability Scheme Verification near Community Health Center; immediate disaster intervention required!,Life Threatening Disability Scheme Verification,Social Welfare & Pensions,Disability Scheme Verification,Social Welfare & Pensions,CRITICAL,Critical,Residential,205,1,1,0,1.1,22.91861,88.44478,Ward 2,"Community Health Center, Temple Road, Ward 2"
CMP-12861,Routine query and minor maintenance request regarding Scholarship Disbursement on Ring Road.,Routine Scholarship Disbursement,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,LOW,Low,Residential,23,4,0,0,5.5,22.95955,88.39352,Ward 18,"General Hospital Gate #2, Ring Road, Ward 18"
CMP-12862,Backward Classes & Tribal Welfare की इस समस्या से स्थानीय निवासियों को कई दिनों से असुविधा हो रही है।,लगातार असुविधा,Backward Classes & Tribal Welfare,Tribal Hostel Infrastructure,Backward Classes & Tribal Welfare,MEDIUM,Medium,Industrial,77,3,0,0,3.6,22.96835,88.44792,Ward 4,"Bus Terminus, Kabi Nazrul Sarani, Ward 4"
CMP-12863,Severe disruption and substantial public impact due to major failure in Scholarship Disbursement on Bazaar Street.,Major Disruption in Scholarship Disbursement,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,HIGH,High,Industrial,504,5,0,0,2.6,22.92146,88.41651,Ward 20,"Children's Park, Bazaar Street, Ward 20"
CMP-12864,Emergency catastrophic disaster in Backward Classes & Tribal Welfare on Temple Road; human lives in immediate extreme peril!,Emergency Crisis in Backward Classes & Tribal Welfare,Backward Classes & Tribal Welfare,Scholarship Disbursement,Backward Classes & Tribal Welfare,CRITICAL,Critical,Public Park,944,3,1,0,1.2,23.01137,88.39309,Ward 18,"Community Health Center, Temple Road, Ward 18"
CMP-12865,Fisheries & Aquaculture के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Fisheries & Aquaculture,Fish Farmers Support Scheme,Fisheries & Aquaculture,LOW,Low,Market,6,3,0,0,5.9,22.9784,88.4316,Ward 10,"Post Office Square, Old Court Road, Ward 10"
CMP-12866,Continuous citizen inconvenience caused by malfunctioning Fish Farmers Support Scheme near General Hospital Gate #2.,Inconvenience with Fish Farmers Support Scheme,Fisheries & Aquaculture,Fish Farmers Support Scheme,Fisheries & Aquaculture,MEDIUM,Medium,Market,74,10,0,0,3.5,22.96409,88.4602,Ward 6,"General Hospital Gate #2, Bazaar Street, Ward 6"
CMP-12867,Severe disruption and substantial public impact due to major failure in Pond Water Contamination on Hospital Road.,Major Disruption in Pond Water Contamination,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,HIGH,High,Public Park,428,7,0,0,2.0,22.98364,88.4244,Ward 6,"Electricity Substation, Hospital Road, Ward 6"
CMP-12868,Emergency catastrophic disaster in Fisheries & Aquaculture on School Lane; human lives in immediate extreme peril!,Emergency Crisis in Fisheries & Aquaculture,Fisheries & Aquaculture,Pond Water Contamination,Fisheries & Aquaculture,CRITICAL,Critical,Industrial,958,1,1,0,1.1,23.03965,88.44448,Ward 1,"Electricity Substation, School Lane, Ward 1"
CMP-12869,Forest & Wildlife Protection के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,LOW,Low,School,23,3,0,0,5.6,23.00344,88.39847,Ward 18,"Municipal Market, Market Bypass, Ward 18"
CMP-12870,Noticeable delay and recurring problem regarding Wild Animal Intrusion in Village affecting residents on College Street.,Recurring Wild Animal Intrusion in Village Problem,Forest & Wildlife Protection,Wild Animal Intrusion in Village,Forest & Wildlife Protection,MEDIUM,Medium,Commercial,125,8,0,0,3.9,22.91228,88.41478,Ward 20,"Public Library, College Street, Ward 20"
CMP-12871,Serious civic breakdown and public risk caused by Illegal Timber Logging near Industrial Park Gate #1.,Substantial Risk: Illegal Timber Logging,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,HIGH,High,Commercial,587,14,0,0,2.2,22.98954,88.43947,Ward 17,"Industrial Park Gate #1, Netaji Subhash Avenue, Ward 17"
CMP-12872,आपातकालीन जानलेवा संकट! Forest & Wildlife Protection पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Forest & Wildlife Protection,Illegal Timber Logging,Forest & Wildlife Protection,CRITICAL,Critical,Market,1168,1,1,0,1.2,22.9747,88.40955,Ward 4,"Industrial Park Gate #1, Station Road, Ward 4"
CMP-12873,Routine query and minor maintenance request regarding Defective Ration Card on Kabi Nazrul Sarani.,Routine Defective Ration Card,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),LOW,Low,Highway,14,9,0,0,5.2,22.99316,88.45134,Ward 11,"Water Tank #4, Kabi Nazrul Sarani, Ward 11"
CMP-12874,Noticeable delay and recurring problem regarding Defective Ration Card affecting residents on Shanti Nagar Main Road.,Recurring Defective Ration Card Problem,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),MEDIUM,Medium,Slum Area,160,17,0,0,3.8,22.95525,88.45132,Ward 6,"Community Health Center, Shanti Nagar Main Road, Ward 6"
CMP-12875,Severe disruption and substantial public impact due to major failure in Defective Ration Card on Bazaar Street.,Major Disruption in Defective Ration Card,Food & Supplies (PDS),Defective Ration Card,Food & Supplies (PDS),HIGH,High,Highway,775,2,0,0,2.2,23.00476,88.45955,Ward 8,"General Hospital Gate #2, Bazaar Street, Ward 8"
CMP-12876,आपातकालीन जानलेवा संकट! Food & Supplies (PDS) पर तत्काल राहत और बचाव दल भेजें!,आपातकालीन संकट,Food & Supplies (PDS),Adulterated Food Commodity,Food & Supplies (PDS),CRITICAL,Critical,Industrial,147,4,1,0,1.3,22.96651,88.45802,Ward 17,"Public Library, Rabindra Path, Ward 17"
CMP-12877,Youth Services & Sports के संबंध में सामान्य पूछताछ एवं सुधार का अनुरोध।,सामान्य पूछताछ,Youth Services & Sports,Youth Development Training,Youth Services & Sports,LOW,Low,Residential,22,5,0,0,5.6,22.95789,88.40081,Ward 4,"Bus Terminus, College Street, Ward 4"
CMP-12878,Continuous citizen inconvenience caused by malfunctioning Youth Development Training near Town Hall Complex.,Inconvenience with Youth Development Training,Youth Services & Sports,Youth Development Training,Youth Services & Sports,MEDIUM,Medium,Residential,56,3,0,0,3.4,23.01289,88.46266,Ward 6,"Town Hall Complex, College Street, Ward 6"
CMP-12879,Serious civic breakdown and public risk caused by Youth Development Training near Sub-Divisional Court.,Substantial Risk: Youth Development Training,Youth Services & Sports,Youth Development Training,Youth Services & Sports,HIGH,High,School,599,4,0,0,2.0,22.94581,88.46587,Ward 5,"Sub-Divisional Court, Green Park Avenue, Ward 5"
CMP-12880,Life-threatening emergency collapse regarding Youth Development Training near Bus Terminus; immediate disaster intervention required!,Life Threatening Youth Development Training,Youth Services & Sports,Youth Development Training,Youth Services & Sports,CRITICAL,Critical,Hospital,191,3,1,0,1.0,22.98773,88.4186,Ward 16,"Bus Terminus, Gandhi Marg, Ward 16"
CMP-12881,"বাজারের কাছে আমার চাবি হারিয়ে গেছে, একটি সাধারণ ডায়েরি করতে চাই।",হারিয়ে যাওয়া সামগ্রীর ডায়েরি,Police & Law Enforcement,Theft / Burglary,Police & Law Enforcement,LOW,Low,Commercial,48,9,0,1,3.6,22.95574,88.46258,Ward 3,"Clock Tower Crossing, Lake View Road, Ward 3"
CMP-12882,कल Railway Colony Road पर मेरी साइकिल चोरी हो गई। कृपया उचित कार्रवाई करें।,साइकिल चोरी की शिकायत,Police & Law Enforcement,Theft / Burglary,Police & Law Enforcement,MEDIUM,Medium,Industrial,194,3,0,1,2.1,22.9813,88.38474,Ward 1,"Public Library, Railway Colony Road, Ward 1"
CMP-12883,Local goons demanding extortion money and threatening shopkeepers with violence near Public Library.,Extortion & Intimidation of Traders,Police & Law Enforcement,Extortion / Threat,Police & Law Enforcement,HIGH,High,Industrial,101,6,0,1,0.9,22.96949,88.44017,Ward 8,"Public Library, Gandhi Marg, Ward 8"
CMP-12884,Active armed mob clash on Hospital Road near Electricity Substation with crude bombs and firing. Immediate police intervention required!,Active Armed Riot & Public Violence,Police & Law Enforcement,Public Violence / Rioting,Police & Law Enforcement,CRITICAL,Critical,Industrial,1029,3,1,1,0.5,22.94778,88.44804,Ward 4,"Electricity Substation, Hospital Road, Ward 4"
